"label","vowel_label.1tier","F1.1tier","F2.1tier","participant_id","context","position","dominance","awareness","vowel_label.2tier","F1.2tier","F2.2tier","vowel_label","detailed_context","stimuli_id","mel_F1.1tier","mel_F2.1tier","mel_F1.2tier","mel_F2.2tier"
"P0225-1","v",708.3488398,1652.097795,"P02","em","",31.87,94,"x",708.3488398,1652.097795,NA,"em",25,786.355598851371,1363.26549704084,786.355598851371,1363.26549704084
"P0225-2","v",726.2989022,1641.78715,"P02","em","",31.87,94,"x",726.2989022,1641.78715,NA,"em",25,800.601395520992,1358.323890495,800.601395520992,1358.323890495
"P0225-3","v",645.9927034,1694.817938,"P02","em","",31.87,94,"x",645.9927034,1694.817938,NA,"em",25,735.416683847613,1383.51185783562,735.416683847613,1383.51185783562
"P0226-1","v",794.6391904,1527.797796,"P02","em","",31.87,94,"x",794.6391904,1527.797796,NA,"em",26,853.245263137138,1302.19432054589,853.245263137138,1302.19432054589
"P0226-2","v",712.3344355,1525.417407,"P02","em","",31.87,94,"x",712.3344355,1525.417407,NA,"em",26,789.534326198463,1300.9918114668,789.534326198463,1300.9918114668
"P0226-3","v",726.0463719,1554.016383,"P02","em","",31.87,94,"x",726.0463719,1554.016383,NA,"em",26,800.402224811013,1315.35488333704,800.402224811013,1315.35488333704
"P0227-1","v",771.8042995,1605.932267,"P02","em","",31.87,94,"x",771.8042995,1605.932267,NA,"em",27,835.927750598036,1340.96863167852,835.927750598036,1340.96863167852
"P0227-2","v",770.5217998,1636.980922,"P02","em","",31.87,94,"x",770.5217998,1636.980922,NA,"em",27,834.947176162434,1356.01295897917,834.947176162434,1356.01295897917
"P0227-3","v",732.8329818,1597.105409,"P02","em","",31.87,94,"x",732.8329818,1597.105409,NA,"em",27,805.74260215591,1336.65467068634,805.74260215591,1336.65467068634
"P0228-1","v",706.7947174,1654.754172,"P02","em","",31.87,94,"x",706.7947174,1654.754172,NA,"em",28,785.113664073408,1364.5351156773,785.113664073408,1364.5351156773
"P0228-2","v",715.0968799,1713.115694,"P02","em","",31.87,94,"x",715.0968799,1713.115694,NA,"em",28,791.73226548196,1392.07346970432,791.73226548196,1392.07346970432
"P0228-3","v",694.7702102,1543.011756,"P02","em","",31.87,94,"x",694.7702102,1543.011756,NA,"em",28,775.457973659226,1309.84979034247,775.457973659226,1309.84979034247
"P0229-1","v",759.2180227,1568.790905,"P02","em","",31.87,94,"x",759.2180227,1568.790905,NA,"em",29,826.26735540511,1322.70376021949,826.26735540511,1322.70376021949
"P0229-2","v",764.7626832,1477.280007,"P02","em","",31.87,94,"x",764.7626832,1477.280007,NA,"em",29,830.533298406836,1276.39407362394,830.533298406836,1276.39407362394
"P0229-3","v",759.589246,1635.463236,"P02","em","",31.87,94,"x",759.589246,1635.463236,NA,"em",29,826.553472549161,1355.2822374643,826.553472549161,1355.2822374643
"P0230-1","v",752.2954586,1505.213483,"P02","em","",31.87,94,"x",752.2954586,1505.213483,NA,"em",30,820.918472755953,1290.73323177652,820.918472755953,1290.73323177652
"P0230-2","v",773.6588747,1524.108177,"P02","em","",31.87,94,"x",773.6588747,1524.108177,NA,"em",30,837.344212764554,1300.32987497543,837.344212764554,1300.32987497543
"P0230-3","v",773.2324677,1537.689218,"P02","em","",31.87,94,"x",773.2324677,1537.689218,NA,"em",30,837.018695313026,1307.1774788189,837.018695313026,1307.1774788189
"P0316-1","v",763.8500983,1618.304093,"P03","em","",75.01,106,"x",763.8500983,1618.304093,NA,"em",16,829.832286474958,1346.98741746113,829.832286474958,1346.98741746113
"P0316-2","v",747.0405808,1582.675882,"P03","em","",75.01,106,"x",747.0405808,1582.675882,NA,"em",16,816.841116927033,1329.56668446471,816.841116927033,1329.56668446471
"P0316-3","v",756.5608628,1621.108313,"P03","em","",75.01,106,"x",756.5608628,1621.108313,NA,"em",16,824.21724479014,1348.34718048398,824.21724479014,1348.34718048398
"P0317-1","v",634.944481,1606.940011,"P03","em","",75.01,106,"x",634.944481,1606.940011,NA,"em",17,726.145775253822,1341.46009698902,726.145775253822,1341.46009698902
"P0317-2","v",619.4751188,1688.250224,"P03","em","",75.01,106,"x",619.4751188,1688.250224,NA,"em",17,713.035197802787,1380.42282868511,713.035197802787,1380.42282868511
"P0317-3","v",609.737054,1748.967653,"P03","em","",75.01,106,"x",609.737054,1748.967653,NA,"em",17,704.702932631092,1408.66217280038,704.702932631092,1408.66217280038
"P0318-1","v",745.2950147,1599.386695,"P03","em","",75.01,106,"x",745.2950147,1599.386695,NA,"em",18,815.483423421993,1337.77119278587,815.483423421993,1337.77119278587
"P0318-2","v",737.587864,1609.130216,"P03","em","",75.01,106,"x",737.587864,1609.130216,NA,"em",18,809.469166762577,1342.52749517977,809.469166762577,1342.52749517977
"P0318-3","v",680.1362555,1659.734843,"P03","em","",75.01,106,"x",680.1362555,1659.734843,NA,"em",18,763.593965008012,1366.9117778814,763.593965008012,1366.9117778814
"P0319-1","v",663.4796941,1881.986179,"P03","em","",75.01,106,"x",663.4796941,1881.986179,NA,"em",19,749.93614333486,1468.15671160504,749.93614333486,1468.15671160504
"P0319-2","v",640.0131816,1756.083043,"P03","em","",75.01,106,"x",640.0131816,1756.083043,NA,"em",19,730.408568971272,1411.92556735397,730.408568971272,1411.92556735397
"P0319-3","v",657.6657563,1843.089349,"P03","em","",75.01,106,"x",657.6657563,1843.089349,NA,"em",19,745.129594525613,1451.08266947715,745.129594525613,1451.08266947715
"P0320-1","v",778.7618705,1749.201982,"P03","em","",75.01,106,"x",778.7618705,1749.201982,NA,"em",20,841.232527992345,1408.76979609652,841.232527992345,1408.76979609652
"P0320-2","v",716.309504,1784.599424,"P03","em","",75.01,106,"x",716.309504,1784.599424,NA,"em",20,792.695735236959,1424.91010109237,792.695735236959,1424.91010109237
"P0320-3","v",631.5857775,1883.392363,"P03","em","",75.01,106,"x",631.5857775,1883.392363,NA,"em",20,723.312169332732,1468.76913825343,723.312169332732,1468.76913825343
"P0321-1","v",872.1211536,1643.093306,"P03","em","",75.01,106,"x",872.1211536,1643.093306,NA,"em",21,910.094845805726,1358.95109709335,910.094845805726,1358.95109709335
"P0321-2","v",719.6907154,1627.735127,"P03","em","",75.01,106,"x",719.6907154,1627.735127,NA,"em",21,795.377868432678,1351.55399784178,795.377868432678,1351.55399784178
"P0321-3","v",705.8664479,1662.137903,"P03","em","",75.01,106,"x",705.8664479,1662.137903,NA,"em",21,784.371208022424,1368.05666967996,784.371208022424,1368.05666967996
"P0322-1","v",746.3960979,1827.223145,"P03","em","",75.01,106,"x",746.3960979,1827.223145,NA,"em",22,816.340031820698,1444.04297524738,816.340031820698,1444.04297524738
"P0322-2","v",709.6530606,1833.709593,"P03","em","",75.01,106,"x",709.6530606,1833.709593,NA,"em",22,787.396774357173,1446.92628090595,787.396774357173,1446.92628090595
"P0322-3","v",697.6511735,1781.214458,"P03","em","",75.01,106,"x",697.6511735,1781.214458,NA,"em",22,777.778951510078,1423.37662146416,777.778951510078,1423.37662146416
"P0323-1","v",655.8578839,1811.287148,"P03","em","",75.01,106,"x",655.8578839,1811.287148,NA,"em",23,743.630778595154,1436.92768519852,743.630778595154,1436.92768519852
"P0323-2","v",648.8762554,1782.387425,"P03","em","",75.01,106,"x",648.8762554,1782.387425,NA,"em",23,737.823840601517,1423.90824344882,737.823840601517,1423.90824344882
"P0323-3","v",653.4089745,1843.179989,"P03","em","",75.01,106,"x",653.4089745,1843.179989,NA,"em",23,741.597320986553,1451.12275934401,741.597320986553,1451.12275934401
"P0324-1","v",633.0847545,1792.514184,"P03","em","",75.01,106,"x",633.0847545,1792.514184,NA,"em",24,724.577679290656,1428.48755982974,724.577679290656,1428.48755982974
"P0324-2","v",649.2667427,1725.479682,"P03","em","",75.01,106,"x",649.2667427,1725.479682,NA,"em",24,738.149419331519,1397.82196638734,738.149419331519,1397.82196638734
"P0324-3","v",694.675847,1639.506562,"P03","em","",75.01,106,"x",694.675847,1639.506562,NA,"em",24,775.38187118724,1357.22792962135,775.38187118724,1357.22792962135
"P0325-1","v",732.836813,1873.031004,"P03","em","",75.01,106,"x",732.836813,1873.031004,NA,"em",25,805.74560977442,1464.24867639569,805.74560977442,1464.24867639569
"P0325-2","v",675.8384737,1832.862204,"P03","em","",75.01,106,"x",675.8384737,1832.862204,NA,"em",25,760.085771387263,1446.55002554556,760.085771387263,1446.55002554556
"P0325-3","v",646.0155899,1902.507123,"P03","em","",75.01,106,"x",646.0155899,1902.507123,NA,"em",25,735.435809535282,1477.06116687311,735.435809535282,1477.06116687311
"P0326-1","v",629.2510004,1845.894535,"P03","em","",75.01,106,"x",629.2510004,1845.894535,NA,"em",26,721.338195584084,1452.32273519747,721.338195584084,1452.32273519747
"P0326-2","v",643.7914323,1834.4777,"P03","em","",75.01,106,"x",643.7914323,1834.4777,NA,"em",26,733.575613971453,1447.2672249763,733.575613971453,1447.2672249763
"P0326-3","v",614.0320843,1788.378437,"P03","em","",75.01,106,"x",614.0320843,1788.378437,NA,"em",26,708.385537063259,1426.61962829066,708.385537063259,1426.61962829066
"P0327-1","v",714.0715266,1737.368004,"P03","em","",75.01,106,"x",714.0715266,1737.368004,NA,"em",27,790.916944115058,1403.32174020353,790.916944115058,1403.32174020353
"P0327-2","v",741.2264313,1699.340583,"P03","em","",75.01,106,"x",741.2264313,1699.340583,NA,"em",27,812.312521618867,1385.63409692455,812.312521618867,1385.63409692455
"P0327-3","v",768.7770869,1678.564642,"P03","em","",75.01,106,"x",768.7770869,1678.564642,NA,"em",27,833.611828519869,1375.85181937422,833.611828519869,1375.85181937422
"P0328-1","v",612.2746848,1776.336627,"P03","em","",75.01,106,"x",612.2746848,1776.336627,NA,"em",28,706.88018119002,1421.16315084058,706.88018119002,1421.16315084058
"P0328-2","v",715.4391579,1644.605404,"P03","em","",75.01,106,"x",715.4391579,1644.605404,NA,"em",28,792.004300222821,1359.6767590147,792.004300222821,1359.6767590147
"P0328-3","v",607.1562583,1767.876571,"P03","em","",75.01,106,"x",607.1562583,1767.876571,NA,"em",28,702.484318264283,1417.31377298933,702.484318264283,1417.31377298933
"P0329-1","v",724.5777913,1682.583521,"P03","em","",75.01,106,"x",724.5777913,1682.583521,NA,"em",29,799.243255505227,1377.7507426084,799.243255505227,1377.7507426084
"P0329-2","v",698.2861198,1619.327473,"P03","em","",75.01,106,"x",698.2861198,1619.327473,NA,"em",29,778.289837094438,1347.4838437362,778.289837094438,1347.4838437362
"P0329-3","v",730.1036144,1587.502763,"P03","em","",75.01,106,"x",730.1036144,1587.502763,NA,"em",29,803.597912424035,1331.94269109325,803.597912424035,1331.94269109325
"P0330-1","v",560.8824455,1889.748797,"P03","em","",75.01,106,"x",560.8824455,1889.748797,NA,"em",30,661.94328608713,1471.53336396585,661.94328608713,1471.53336396585
"P0330-2","v",617.3107942,1751.520926,"P03","em","",75.01,106,"x",617.3107942,1751.520926,NA,"em",30,711.18864515505,1409.83429254479,711.18864515505,1409.83429254479
"P0330-3","v",601.8297589,1676.887353,"P03","em","",75.01,106,"x",601.8297589,1676.887353,NA,"em",30,697.891441365191,1375.05834996878,697.891441365191,1375.05834996878
"P0416-1","v",805.8694457,1580.481374,"P04","em","",52.3,128,"x",805.8694457,1580.481374,NA,"em",16,861.665239012625,1328.48478766239,861.665239012625,1328.48478766239
"P0416-2","v",759.3737305,1791.140893,"P04","em","",52.3,128,"x",759.3737305,1791.140893,NA,"em",16,826.387374704998,1427.86764977701,826.387374704998,1427.86764977701
"P0416-3","v",826.4553351,1546.838461,"P04","em","",52.3,128,"x",826.4553351,1546.838461,NA,"em",16,876.937898294015,1311.767166431,876.937898294015,1311.767166431
"P0417-1","v",785.1202309,1919.290634,"P04","em","",52.3,128,"x",785.1202309,1919.290634,NA,"em",17,846.058657299449,1484.29183346823,846.058657299449,1484.29183346823
"P0417-2","v",777.8295631,1906.732477,"P04","em","",52.3,128,"x",777.8295631,1906.732477,NA,"em",17,840.523143153224,1478.88591502692,840.523143153224,1478.88591502692
"P0417-3","v",785.2586744,1940.122135,"P04","em","",52.3,128,"x",785.2586744,1940.122135,NA,"em",17,846.163508833661,1493.20228371492,846.163508833661,1493.20228371492
"P0418-1","v",773.9218469,1847.282426,"P04","em","",52.3,128,"x",773.9218469,1847.282426,NA,"em",18,837.54491777038,1452.93576371143,837.54491777038,1452.93576371143
"P0418-2","v",762.5905564,1863.159597,"P04","em","",52.3,128,"x",762.5905564,1863.159597,NA,"em",18,828.864037611843,1459.92500646638,828.864037611843,1459.92500646638
"P0418-3","v",762.0428261,1924.483196,"P04","em","",52.3,128,"x",762.0428261,1924.483196,NA,"em",18,828.442720198002,1486.51950908864,828.442720198002,1486.51950908864
"P0419-1","v",722.92966,1812.396931,"P04","em","",52.3,128,"x",722.92966,1812.396931,NA,"em",19,797.941165343257,1437.42465480098,797.941165343257,1437.42465480098
"P0419-2","v",723.1668616,1826.772511,"P04","em","",52.3,128,"x",723.1668616,1826.772511,NA,"em",19,798.128657049654,1443.84238807157,798.128657049654,1443.84238807157
"P0419-3","v",849.343526,1804.835455,"P04","em","",52.3,128,"x",849.343526,1804.835455,NA,"em",19,893.67867573503,1434.03420935338,893.67867573503,1434.03420935338
"P0420-1","v",883.5376819,1976.544463,"P04","em","",52.3,128,"x",883.5376819,1976.544463,NA,"em",20,918.233638352759,1508.61393376877,918.233638352759,1508.61393376877
"P0420-2","v",772.1000304,2154.897011,"P04","em","",52.3,128,"x",772.1000304,2154.897011,NA,"em",20,836.153739486028,1581.17533125821,836.153739486028,1581.17533125821
"P0420-3","v",864.9233214,2022.091722,"P04","em","",52.3,128,"x",864.9233214,2022.091722,NA,"em",20,904.933108775712,1527.59421141171,904.933108775712,1527.59421141171
"P0421-1","v",897.2575628,1633.733859,"P04","em","",52.3,128,"x",897.2575628,1633.733859,NA,"em",21,927.937204982929,1354.44901386295,927.937204982929,1354.44901386295
"P0421-2","v",793.0771761,1526.277579,"P04","em","",52.3,128,"x",793.0771761,1526.277579,NA,"em",21,852.069121161384,1301.42649578977,852.069121161384,1301.42649578977
"P0421-3","v",788.5254611,1742.144011,"P04","em","",52.3,128,"x",788.5254611,1742.144011,NA,"em",21,848.63480948862,1405.52366647273,848.63480948862,1405.52366647273
"P0422-1","v",685.0131808,2173.072502,"P04","em","",52.3,128,"x",685.0131808,2173.072502,NA,"em",22,767.561694158085,1588.31373294744,767.561694158085,1588.31373294744
"P0422-2","v",689.8442172,2080.282004,"P04","em","",52.3,128,"x",689.8442172,2080.282004,NA,"em",22,771.478338624808,1551.3861943432,771.478338624808,1551.3861943432
"P0422-3","v",687.3490177,2160.765238,"P04","em","",52.3,128,"x",687.3490177,2160.765238,NA,"em",22,769.457119662547,1583.48502592447,769.457119662547,1583.48502592447
"P0423-1","v",707.0245492,1822.531442,"P04","em","",52.3,128,"x",707.0245492,1822.531442,NA,"em",23,785.29741434574,1441.95283977573,785.29741434574,1441.95283977573
"P0423-2","v",741.6475031,1761.134898,"P04","em","",52.3,128,"x",741.6475031,1761.134898,NA,"em",23,812.641104232285,1414.23681053646,812.641104232285,1414.23681053646
"P0423-3","v",733.1456704,1752.492132,"P04","em","",52.3,128,"x",733.1456704,1752.492132,NA,"em",23,805.988046579565,1410.2798193264,805.988046579565,1410.2798193264
"P0424-1","v",714.6172877,1569.471423,"P04","em","",52.3,128,"x",714.6172877,1569.471423,NA,"em",24,791.350985839978,1323.04109731025,791.350985839978,1323.04109731025
"P0424-2","v",756.5783465,1836.740864,"P04","em","",52.3,128,"x",756.5783465,1836.740864,NA,"em",24,824.230746419392,1448.27118818407,824.230746419392,1448.27118818407
"P0424-3","v",767.3073986,1799.985812,"P04","em","",52.3,128,"x",767.3073986,1799.985812,NA,"em",24,832.485744498822,1431.8543152117,832.485744498822,1431.8543152117
"P0425-1","v",931.4133191,1908.881152,"P04","em","",52.3,128,"x",931.4133191,1908.881152,NA,"em",25,951.736845765034,1479.81270092059,951.736845765034,1479.81270092059
"P0425-2","v",857.3125629,1810.666731,"P04","em","",52.3,128,"x",857.3125629,1810.666731,NA,"em",25,899.449364907622,1436.6497618442,899.449364907622,1436.6497618442
"P0425-3","v",844.438642,1813.150489,"P04","em","",52.3,128,"x",844.438642,1813.150489,NA,"em",25,890.112083630754,1437.76197891149,890.112083630754,1437.76197891149
"P0426-1","v",875.7131232,1771.194959,"P04","em","",52.3,128,"x",875.7131232,1771.194959,NA,"em",26,912.661900085804,1418.82523064518,912.661900085804,1418.82523064518
"P0426-2","v",823.7614894,1879.27434,"P04","em","",52.3,128,"x",823.7614894,1879.27434,NA,"em",26,874.951088976707,1466.9746986617,874.951088976707,1466.9746986617
"P0426-3","v",855.4319371,1765.128626,"P04","em","",52.3,128,"x",855.4319371,1765.128626,NA,"em",26,898.090197226035,1416.06060128852,898.090197226035,1416.06060128852
"P0427-1","v",863.4452829,1695.316724,"P04","em","",52.3,128,"x",863.4452829,1695.316724,NA,"em",27,903.870234413843,1383.746108378,903.870234413843,1383.746108378
"P0427-2","v",791.6887526,1882.600837,"P04","em","",52.3,128,"x",791.6887526,1882.600837,NA,"em",27,851.022653578163,1468.42445083656,851.022653578163,1468.42445083656
"P0427-3","v",789.8971726,1756.584004,"P04","em","",52.3,128,"x",789.8971726,1756.584004,NA,"em",27,849.67088296982,1412.15497118096,849.67088296982,1412.15497118096
"P0428-1","v",729.7616671,1412.602038,"P04","em","",52.3,128,"x",729.7616671,1412.602038,NA,"em",28,803.328927662868,1242.473904891,803.328927662868,1242.473904891
"P0428-2","v",764.4686923,1295.723908,"P04","em","",52.3,128,"x",764.4686923,1295.723908,NA,"em",28,830.30751382445,1178.45626785291,830.30751382445,1178.45626785291
"P0429-1","v",762.2839477,1465.216528,"P04","em","",52.3,128,"x",762.2839477,1465.216528,NA,"em",29,828.628211815523,1270.14453034156,828.628211815523,1270.14453034156
"P0429-2","v",762.0098641,1674.845028,"P04","em","",52.3,128,"x",762.0098641,1674.845028,NA,"em",29,828.417360596083,1374.09143790613,828.417360596083,1374.09143790613
"P0429-3","v",744.6717875,1630.132523,"P04","em","",52.3,128,"x",744.6717875,1630.132523,NA,"em",29,814.998282819535,1352.71188634439,814.998282819535,1352.71188634439
"P0430-1","v",772.2694711,1527.675541,"P04","em","",52.3,128,"x",772.2694711,1527.675541,NA,"em",30,836.283200647172,1302.13259188552,836.283200647172,1302.13259188552
"P0430-2","v",832.8180431,1719.165307,"P04","em","",52.3,128,"x",832.8180431,1719.165307,NA,"em",30,881.616740540654,1394.88983970905,881.616740540654,1394.88983970905
"P0430-3","v",875.0542059,1707.50957,"P04","em","",52.3,128,"x",875.0542059,1707.50957,NA,"em",30,912.191433640517,1389.45725372518,912.191433640517,1389.45725372518
"P0516-1","v",985.3702382,1763.995867,"P05","em","",104.07,108,"x",985.3702382,1763.995867,NA,"em",16,988.336956422112,1415.54361168103,988.336956422112,1415.54361168103
"P0516-2","v",963.2587663,1811.920751,"P05","em","",104.07,108,"x",963.2587663,1811.920751,NA,"em",16,973.482013006651,1437.21144452541,973.482013006651,1437.21144452541
"P0516-3","v",996.6832339,1790.120761,"P05","em","",104.07,108,"x",996.6832339,1790.120761,NA,"em",16,995.862066256354,1427.40693611263,995.862066256354,1427.40693611263
"P0517-1","v",924.9090687,1757.270646,"P05","em","",104.07,108,"x",924.9090687,1757.270646,NA,"em",17,947.24334824991,1412.4693274548,947.24334824991,1412.4693274548
"P0517-2","v",974.8973904,2199.090279,"P05","em","",104.07,108,"x",974.8973904,2199.090279,NA,"em",17,981.325529673415,1598.45398217258,981.325529673415,1598.45398217258
"P0517-3","v",929.0290422,1972.180894,"P05","em","",104.07,108,"x",929.0290422,1972.180894,NA,"em",17,950.09173815051,1506.77863946555,950.09173815051,1506.77863946555
"P0518-1","v",918.0968115,1991.679347,"P05","em","",104.07,108,"x",918.0968115,1991.679347,NA,"em",18,942.51773679825,1514.95648091931,942.51773679825,1514.95648091931
"P0518-2","v",964.5618307,2029.319975,"P05","em","",104.07,108,"x",964.5618307,2029.319975,NA,"em",18,974.362899736847,1530.57711137642,974.362899736847,1530.57711137642
"P0518-3","v",946.1030707,2090.989978,"P05","em","",104.07,108,"x",946.1030707,2090.989978,NA,"em",18,961.819771281626,1555.71001381688,961.819771281626,1555.71001381688
"P0519-1","v",953.0986289,1832.519547,"P05","em","",104.07,108,"x",953.0986289,1832.519547,NA,"em",19,966.589879464498,1446.39784417238,966.589879464498,1446.39784417238
"P0519-2","v",960.255004,1831.506546,"P05","em","",104.07,108,"x",960.255004,1831.506546,NA,"em",19,971.448802857195,1445.9478281091,971.448802857195,1445.9478281091
"P0519-3","v",915.3927641,1935.158786,"P05","em","",104.07,108,"x",915.3927641,1935.158786,NA,"em",19,940.636441338783,1491.08566115223,940.636441338783,1491.08566115223
"P0520-1","v",1148.480407,1965.947527,"P05","em","",104.07,108,"x",1148.480407,1965.947527,NA,"em",20,1092.24654206317,1504.1517128038,1092.24654206317,1504.1517128038
"P0520-2","v",1055.039765,1900.468305,"P05","em","",104.07,108,"x",1055.039765,1900.468305,NA,"em",20,1033.89930531863,1476.17962940162,1033.89930531863,1476.17962940162
"P0520-3","v",974.9770594,1966.939559,"P05","em","",104.07,108,"x",974.9770594,1966.939559,NA,"em",20,981.379032275793,1504.57019536893,981.379032275793,1504.57019536893
"P0521-1","v",993.3504113,1794.441476,"P05","em","",104.07,108,"x",993.3504113,1794.441476,NA,"em",21,993.650385699292,1429.35697277925,993.650385699292,1429.35697277925
"P0521-2","v",973.7631936,1923.221871,"P05","em","",104.07,108,"x",973.7631936,1923.221871,NA,"em",21,980.563571073605,1485.97879004611,980.563571073605,1485.97879004611
"P0521-3","v",876.6757217,1959.817764,"P05","em","",104.07,108,"x",876.6757217,1959.817764,NA,"em",21,913.348841157186,1501.56245124768,913.348841157186,1501.56245124768
"P0522-1","v",956.1834507,2103.630296,"P05","em","",104.07,108,"x",956.1834507,2103.630296,NA,"em",22,968.68693769813,1560.79280414811,968.68693769813,1560.79280414811
"P0522-2","v",983.5402053,1803.617055,"P05","em","",104.07,108,"x",983.5402053,1803.617055,NA,"em",22,987.11492170226,1433.48694090594,987.11492170226,1433.48694090594
"P0522-3","v",848.7979734,2102.738931,"P05","em","",104.07,108,"x",848.7979734,2102.738931,NA,"em",22,893.282535042669,1560.43512966714,893.282535042669,1560.43512966714
"P0523-1","v",955.3825938,1987.611509,"P05","em","",104.07,108,"x",955.3825938,1987.611509,NA,"em",23,968.142891749755,1513.25529109706,968.142891749755,1513.25529109706
"P0523-2","v",940.3763551,2008.305867,"P05","em","",104.07,108,"x",940.3763551,2008.305867,NA,"em",23,957.89974292613,1521.88314668285,957.89974292613,1521.88314668285
"P0523-3","v",894.0275988,1842.099914,"P05","em","",104.07,108,"x",894.0275988,1842.099914,NA,"em",23,925.660292760895,1450.64495166068,925.660292760895,1450.64495166068
"P0524-1","v",651.1687222,1669.690218,"P05","em","",104.07,108,"x",651.1687222,1669.690218,NA,"em",24,739.733897178568,1371.64725767564,739.733897178568,1371.64725767564
"P0524-2","v",908.4273392,1830.526942,"P05","em","",104.07,108,"x",908.4273392,1830.526942,NA,"em",24,935.77582254495,1445.51247704295,935.77582254495,1445.51247704295
"P0524-3","v",860.979517,1686.03513,"P05","em","",104.07,108,"x",860.979517,1686.03513,NA,"em",24,902.094835592819,1379.37907531644,902.094835592819,1379.37907531644
"P0525-1","v",972.6275971,1246.590269,"P05","em","",104.07,108,"x",972.6275971,1246.590269,NA,"em",25,979.800154688971,1150.4171557031,979.800154688971,1150.4171557031
"P0525-2","v",936.8493336,1923.615913,"P05","em","",104.07,108,"x",936.8493336,1923.615913,NA,"em",25,955.478624709803,1486.14774033909,955.478624709803,1486.14774033909
"P0525-3","v",931.5845128,1915.741288,"P05","em","",104.07,108,"x",931.5845128,1915.741288,NA,"em",25,951.854873769554,1482.7665760673,951.854873769554,1482.7665760673
"P0526-1","v",941.2443898,2037.777109,"P05","em","",104.07,108,"x",941.2443898,2037.777109,NA,"em",26,958.494805695826,1534.05712419149,958.494805695826,1534.05712419149
"P0526-2","v",1030.259797,1880.502647,"P05","em","",104.07,108,"x",1030.259797,1880.502647,NA,"em",26,1017.90438729631,1467.51023639356,1017.90438729631,1467.51023639356
"P0526-3","v",988.1027201,2104.545254,"P05","em","",104.07,108,"x",988.1027201,2104.545254,NA,"em",26,990.159148804169,1561.15982744663,990.159148804169,1561.15982744663
"P0527-1","v",1069.296213,1362.519568,"P05","em","",104.07,108,"x",1069.296213,1362.519568,NA,"em",27,1042.9994955475,1215.48709728982,1042.9994955475,1215.48709728982
"P0527-2","v",981.6198133,1895.019109,"P05","em","",104.07,108,"x",981.6198133,1895.019109,NA,"em",27,985.831118998877,1473.82012733339,985.831118998877,1473.82012733339
"P0527-3","v",991.9850851,1841.7285,"P05","em","",104.07,108,"x",991.9850851,1841.7285,NA,"em",27,992.743090101167,1450.48059721437,992.743090101167,1450.48059721437
"P0528-1","v",897.9857745,1693.720096,"P05","em","",104.07,108,"x",897.9857745,1693.720096,NA,"em",28,928.449910266501,1382.9960938908,928.449910266501,1382.9960938908
"P0528-2","v",933.8520748,1759.902552,"P05","em","",104.07,108,"x",933.8520748,1759.902552,NA,"em",28,953.417057306881,1413.67344526719,953.417057306881,1413.67344526719
"P0528-3","v",977.5269457,1757.063743,"P05","em","",104.07,108,"x",977.5269457,1757.063743,NA,"em",28,983.090093955125,1412.37461302371,983.090093955125,1412.37461302371
"P0529-1","v",936.2738689,1602.486695,"P05","em","",104.07,108,"x",936.2738689,1602.486695,NA,"em",29,955.083102922867,1339.28664122486,955.083102922867,1339.28664122486
"P0529-2","v",969.8653947,1900.402658,"P05","em","",104.07,108,"x",969.8653947,1900.402658,NA,"em",29,977.941070048335,1476.15123368219,977.941070048335,1476.15123368219
"P0529-3","v",938.2516519,1769.441979,"P05","em","",104.07,108,"x",938.2516519,1769.441979,NA,"em",29,956.44186802428,1418.02703728737,956.44186802428,1418.02703728737
"P0530-1","v",1114.733474,1879.651467,"P05","em","",104.07,108,"x",1114.733474,1879.651467,NA,"em",30,1071.5213582765,1467.13915189483,1071.5213582765,1467.13915189483
"P0530-2","v",1029.71521,1808.527265,"P05","em","",104.07,108,"x",1029.71521,1808.527265,NA,"em",30,1017.55030160033,1435.69083493771,1017.55030160033,1435.69083493771
"P0530-3","v",1026.608661,1372.727366,"P05","em","",104.07,108,"x",1026.608661,1372.727366,NA,"em",30,1015.52831643315,1221.04032615147,1015.52831643315,1221.04032615147
"P0617-1","v",917.2738767,1850.96759,"P06","em","",106.43,139,"x",917.2738767,1850.96759,NA,"em",17,941.945526773792,1454.56187339977,941.945526773792,1454.56187339977
"P0617-2","v",859.164265,1996.097161,"P06","em","",106.43,139,"x",859.164265,1996.097161,NA,"em",17,900.786026099663,1516.80112262403,900.786026099663,1516.80112262403
"P0617-3","v",871.4565354,1838.700205,"P06","em","",106.43,139,"x",871.4565354,1838.700205,NA,"em",17,909.619223614265,1449.13964920226,909.619223614265,1449.13964920226
"P0618-1","v",946.2337643,1985.115781,"P06","em","",106.43,139,"x",946.2337643,1985.115781,NA,"em",18,961.909073887363,1512.21029045657,961.909073887363,1512.21029045657
"P0618-2","v",942.9263636,1835.412458,"P06","em","",106.43,139,"x",942.9263636,1835.412458,NA,"em",18,959.64695193437,1447.68200202438,959.64695193437,1447.68200202438
"P0618-3","v",894.0374794,1997.76852,"P06","em","",106.43,139,"x",894.0374794,1997.76852,NA,"em",18,925.667264966906,1517.4982043565,925.667264966906,1517.4982043565
"P0619-1","v",893.2177946,1860.233336,"P06","em","",106.43,139,"x",893.2177946,1860.233336,NA,"em",19,925.088710682662,1458.64010592345,925.088710682662,1458.64010592345
